0	0.99936	0
3.18294E-4	-6.42539E-4	1.99924E-7
6.36589E-4	-6.42533E-4	3.99845E-7
9.54883E-4	-6.42524E-4	5.99759E-7
0.00127	-6.4251E-4	7.99663E-7
0.00159	-6.42493E-4	9.99552E-7
0.00191	-6.42473E-4	1.19942E-6
0.00223	-6.42448E-4	1.39928E-6
0.00255	-6.4242E-4	1.5991E-6
0.00286	-6.42388E-4	1.7989E-6
0.00318	-6.42352E-4	1.99867E-6
0.0035	-6.42312E-4	2.1984E-6
0.00382	-6.42268E-4	2.3981E-6
0.00414	-6.42221E-4	2.59775E-6
0.00446	-6.4217E-4	2.79735E-6
0.00477	-6.42115E-4	2.99691E-6
0.00509	-6.42057E-4	3.19642E-6
0.00541	-6.41994E-4	3.39587E-6
0.00573	-6.41928E-4	3.59526E-6
0.00605	-6.41858E-4	3.79459E-6
0.00637	-6.41785E-4	3.99385E-6
0.00668	-6.41707E-4	4.19304E-6
0.007	-6.41626E-4	4.39216E-6
0.00732	-6.41541E-4	4.5912E-6
0.00764	-6.41452E-4	4.79016E-6
0.00796	-6.4136E-4	4.98904E-6
0.00828	-6.41264E-4	5.18783E-6
0.00859	-6.41163E-4	5.38653E-6
0.00891	-6.4106E-4	5.58514E-6
0.00923	-6.40952E-4	5.78365E-6
0.00955	-6.40841E-4	5.98206E-6
0.00987	-6.40726E-4	6.18036E-6
0.01019	-6.40607E-4	6.37856E-6
0.0105	-6.40484E-4	6.57664E-6
0.01082	-6.40358E-4	6.77461E-6
0.01114	-6.40228E-4	6.97247E-6
0.01146	-6.40094E-4	7.1702E-6
0.01178	-6.39957E-4	7.3678E-6
0.0121	-6.39815E-4	7.56528E-6
0.01241	-6.3967E-4	7.76263E-6
0.01273	-6.39521E-4	7.95984E-6
0.01305	-6.39369E-4	8.15691E-6
0.01337	-6.39213E-4	8.35384E-6
0.01369	-6.39053E-4	8.55062E-6
0.014	-6.38889E-4	8.74726E-6
0.01432	-6.38722E-4	8.94374E-6
0.01464	-6.38551E-4	9.14007E-6
0.01496	-6.38376E-4	9.33623E-6
0.01528	-6.38197E-4	9.53224E-6
0.0156	-6.38015E-4	9.72808E-6
0.01591	-6.37829E-4	9.92375E-6
0.01623	-6.37639E-4	1.01192E-5
0.01655	-6.37446E-4	1.03146E-5
0.01687	-6.37249E-4	1.05097E-5
0.01719	-6.37048E-4	1.07047E-5
0.01751	-6.36844E-4	1.08994E-5
0.01782	-6.36635E-4	1.1094E-5
0.01814	-6.36424E-4	1.12884E-5
0.01846	-6.36208E-4	1.14826E-5
0.01878	-6.35989E-4	1.16766E-5
0.0191	-6.35766E-4	1.18704E-5
0.01942	-6.35539E-4	1.2064E-5
0.01973	-6.35309E-4	1.22574E-5
0.02005	-6.35075E-4	1.24505E-5
0.02037	-6.34838E-4	1.26435E-5
0.02069	-6.34596E-4	1.28362E-5
0.02101	-6.34352E-4	1.30287E-5
0.02133	-6.34103E-4	1.3221E-5
0.02164	-6.33851E-4	1.3413E-5
0.02196	-6.33595E-4	1.36049E-5
0.02228	-6.33336E-4	1.37964E-5
0.0226	-6.33073E-4	1.39878E-5
0.02292	-6.32806E-4	1.41789E-5
0.02324	-6.32536E-4	1.43697E-5
0.02355	-6.32262E-4	1.45604E-5
0.02387	-6.31984E-4	1.47507E-5
0.02419	-6.31703E-4	1.49408E-5
0.02451	-6.31418E-4	1.51306E-5
0.02483	-6.3113E-4	1.53202E-5
0.02515	-6.30838E-4	1.55095E-5
0.02546	-6.30542E-4	1.56986E-5
0.02578	-6.30243E-4	1.58874E-5
0.0261	-6.2994E-4	1.60759E-5
0.02642	-6.29634E-4	1.62641E-5
0.02674	-6.29324E-4	1.6452E-5
0.02706	-6.29011E-4	1.66397E-5
0.02737	-6.28694E-4	1.6827E-5
0.02769	-6.28373E-4	1.70141E-5
0.02801	-6.28049E-4	1.72009E-5
0.02833	-6.27721E-4	1.73874E-5
0.02865	-6.2739E-4	1.75736E-5
0.02896	-6.27055E-4	1.77595E-5
0.02928	-6.26717E-4	1.7945E-5
0.0296	-6.26375E-4	1.81303E-5
0.02992	-6.2603E-4	1.83153E-5
0.03024	-6.25681E-4	1.84999E-5
0.03056	-6.25329E-4	1.86842E-5
0.03087	-6.24973E-4	1.88682E-5
0.03119	-6.24614E-4	1.90519E-5
0.03151	-6.24251E-4	1.92353E-5
0.03183	-6.23885E-4	1.94183E-5
0.03215	-6.23515E-4	1.9601E-5
0.03247	-6.23141E-4	1.97833E-5
0.03278	-6.22765E-4	1.99653E-5
0.0331	-6.22384E-4	2.0147E-5
0.03342	-6.22001E-4	2.03283E-5
0.03374	-6.21614E-4	2.05093E-5
0.03406	-6.21223E-4	2.06899E-5
0.03438	-6.20829E-4	2.08702E-5
0.03469	-6.20432E-4	2.10501E-5
0.03501	-6.20031E-4	2.12296E-5
0.03533	-6.19627E-4	2.14088E-5
0.03565	-6.19219E-4	2.15876E-5
0.03597	-6.18808E-4	2.17661E-5
0.03629	-6.18393E-4	2.19441E-5
0.0366	-6.17975E-4	2.21218E-5
0.03692	-6.17554E-4	2.22991E-5
0.03724	-6.1713E-4	2.24761E-5
0.03756	-6.16702E-4	2.26526E-5
0.03788	-6.1627E-4	2.28288E-5
0.0382	-6.15835E-4	2.30046E-5
0.03851	-6.15397E-4	2.318E-5
0.03883	-6.14956E-4	2.3355E-5
0.03915	-6.14511E-4	2.35295E-5
0.03947	-6.14063E-4	2.37037E-5
0.03979	-6.13612E-4	2.38775E-5
0.04011	-6.13157E-4	2.40509E-5
0.04042	-6.12699E-4	2.42239E-5
0.04074	-6.12238E-4	2.43964E-5
0.04106	-6.11773E-4	2.45686E-5
0.04138	-6.11305E-4	2.47403E-5
0.0417	-6.10834E-4	2.49116E-5
0.04201	-6.10359E-4	2.50825E-5
0.04233	-6.09882E-4	2.52529E-5
0.04265	-6.09401E-4	2.54229E-5
0.04297	-6.08916E-4	2.55925E-5
0.04329	-6.08429E-4	2.57617E-5
0.04361	-6.07938E-4	2.59304E-5
0.04392	-6.07444E-4	2.60987E-5
0.04424	-6.06947E-4	2.62665E-5
