tempo rho11 rho22 rho33 soma
fs
725 0.359732 0.359735 0.280534 1
726 0.362223 0.362227 0.27555 1
727 0.364708 0.364711 0.27058 1
728 0.367186 0.367189 0.265626 1
729 0.369655 0.369658 0.260687 1
730 0.372115 0.372118 0.255766 1
731 0.374567 0.37457 0.250864 1
732 0.377008 0.377011 0.245981 1
733 0.379439 0.379442 0.241119 1
734 0.381859 0.381862 0.236279 1
735 0.384267 0.38427 0.231462 1
736 0.386664 0.386666 0.22667 1
737 0.389047 0.38905 0.221903 1
738 0.391417 0.39142 0.217163 1
739 0.393773 0.393776 0.21245 1
740 0.396115 0.396118 0.207767 1
741 0.398442 0.398445 0.203113 1
742 0.400754 0.400756 0.19849 1
743 0.403049 0.403052 0.193899 1
744 0.405328 0.40533 0.189342 1
745 0.40759 0.407592 0.184818 1
746 0.409833 0.409836 0.180331 1
747 0.412059 0.412062 0.175879 1
748 0.414266 0.414269 0.171465 1
749 0.416454 0.416456 0.16709 1
750 0.418622 0.418624 0.162754 1
751 0.42077 0.420772 0.158459 1
752 0.422896 0.422899 0.154205 1
753 0.425002 0.425004 0.149994 1
754 0.427086 0.427088 0.145826 1
755 0.429147 0.42915 0.141703 1
756 0.431186 0.431188 0.137626 1
757 0.433201 0.433204 0.133595 1
758 0.435193 0.435195 0.129611 1
759 0.437161 0.437163 0.125676 1
760 0.439104 0.439106 0.121791 1
761 0.441021 0.441023 0.117955 1
762 0.442913 0.442915 0.114171 1
763 0.44478 0.444781 0.110439 1
764 0.446619 0.446621 0.10676 1
765 0.448432 0.448434 0.103134 1
766 0.450217 0.450219 0.0995636 1
767 0.451975 0.451977 0.0960484 1
768 0.453704 0.453706 0.0925895 1
769 0.455405 0.455407 0.0891878 1
770 0.457077 0.457079 0.085844 1
771 0.45872 0.458721 0.082559 1
772 0.460332 0.460334 0.0793335 1
773 0.461915 0.461917 0.0761683 1
774 0.463467 0.463469 0.0730642 1
775 0.464988 0.46499 0.0700218 1
776 0.466478 0.46648 0.0670419 1
777 0.467937 0.467938 0.0641252 1
778 0.469363 0.469365 0.0612724 1
779 0.470757 0.470759 0.0584841 1
780 0.472119 0.47212 0.0557611 1
781 0.473447 0.473449 0.0531039 1
782 0.474743 0.474744 0.0505132 1
783 0.476005 0.476006 0.0479896 1
784 0.477233 0.477234 0.0455336 1
785 0.478426 0.478428 0.043146 1
786 0.479586 0.479587 0.0408271 1
787 0.480711 0.480712 0.0385777 1
788 0.4818 0.481801 0.0363981 1
789 0.482855 0.482856 0.034289 1
790 0.483874 0.483875 0.0322508 1
791 0.484858 0.484859 0.030284 1
792 0.485805 0.485806 0.028389 1
793 0.486716 0.486717 0.0265663 1
794 0.487591 0.487592 0.0248164 1
795 0.48843 0.488431 0.0231396 1
796 0.489231 0.489232 0.0215364 1
797 0.489996 0.489997 0.0200071 1
798 0.490724 0.490724 0.018552 1
799 0.491414 0.491415 0.0171716 1
800 0.492067 0.492067 0.0158661 1
801 0.492682 0.492682 0.0146359 1
802 0.493259 0.49326 0.0134812 1
803 0.493799 0.493799 0.0124023 1
804 0.4943 0.494301 0.0113995 1
805 0.494763 0.494764 0.0104729 1
806 0.495188 0.495189 0.0096229 1
807 0.495575 0.495575 0.00884958 1
808 0.495923 0.495924 0.00815316 1
809 0.496233 0.496233 0.00753378 1
810 0.496504 0.496504 0.00699159 1
811 0.496736 0.496737 0.00652673 1
812 0.49693 0.49693 0.00613929 1
813 0.497085 0.497085 0.00582937 1
814 0.497201 0.497202 0.00559704 1
815 0.497279 0.497279 0.00544234 1
816 0.497317 0.497317 0.00536531 1
817 0.497317 0.497317 0.00536598 1
818 0.497278 0.497278 0.00544432 1
819 0.4972 0.4972 0.00560033 1
820 0.497083 0.497083 0.00583396 1
821 0.496927 0.496927 0.00614515 1
822 0.496733 0.496733 0.00653383 1
823 0.4965 0.4965 0.00699989 1
824 0.496228 0.496228 0.00754324 1
825 0.495918 0.495918 0.00816374 1
826 0.49557 0.495569 0.00886123 1
827 0.495182 0.495182 0.00963554 1
828 0.494757 0.494757 0.0104865 1
829 0.494293 0.494293 0.0114139 1
830 0.493791 0.493791 0.0124175 1
831 0.493252 0.493251 0.0134971 1
832 0.492674 0.492674 0.0146524 1
833 0.492059 0.492058 0.0158831 1
834 0.491406 0.491405 0.017189 1
835 0.490715 0.490715 0.0185697 1
836 0.489988 0.489987 0.0200249 1
837 0.489223 0.489223 0.0215543 1
838 0.488422 0.488421 0.0231575 1
839 0.487583 0.487583 0.024834 1
840 0.486709 0.486708 0.0265836 1
841 0.485798 0.485797 0.0284057 1
842 0.48485 0.48485 0.0303 1
843 0.483867 0.483867 0.0322661 1
844 0.482849 0.482848 0.0343033 1
845 0.481795 0.481794 0.0364113 1
846 0.480706 0.480705 0.0385895 1
847 0.479582 0.479581 0.0408375 1
848 0.478423 0.478422 0.0431547 1
849 0.47723 0.477229 0.0455405 1
850 0.476003 0.476002 0.0479943 1
851 0.474743 0.474742 0.0505157 1
852 0.473449 0.473447 0.0531039 1
853 0.472121 0.47212 0.0557585 1
854 0.470761 0.47076 0.0584786 1
855 0.469369 0.469368 0.0612638 1
856 0.467944 0.467943 0.0641133 1
857 0.466487 0.466486 0.0670264 1
858 0.464999 0.464998 0.0700025 1
859 0.46348 0.463479 0.0730409 1
860 0.46193 0.461929 0.0761408 1
861 0.46035 0.460349 0.0793015 1
862 0.45874 0.458738 0.0825223 1
863 0.4571 0.457098 0.0858023 1
864 0.45543 0.455429 0.0891408 1
865 0.453732 0.453731 0.092537 1
866 0.452006 0.452004 0.0959902 1
867 0.450251 0.45025 0.0994994 1
868 0.448469 0.448467 0.103064 1
869 0.446659 0.446658 0.106683 1
870 0.444823 0.444822 0.110355 1
871 0.442961 0.442959 0.11408 1
872 0.441072 0.441071 0.117857 1
873 0.439158 0.439157 0.121685 1
874 0.43722 0.437218 0.125562 1
875 0.435256 0.435254 0.129489 1
876 0.433269 0.433267 0.133464 1
877 0.431258 0.431256 0.137486 1
878 0.429224 0.429222 0.141555 1
879 0.427167 0.427165 0.145668 1
880 0.425088 0.425086 0.149826 1
881 0.422987 0.422985 0.154027 1
882 0.420866 0.420864 0.158271 1
883 0.418723 0.418721 0.162556 1
884 0.416561 0.416559 0.166881 1
885 0.414379 0.414377 0.171245 1
886 0.412177 0.412175 0.175647 1
887 0.409958 0.409955 0.180087 1
888 0.40772 0.407717 0.184563 1
889 0.405464 0.405462 0.189074 1
890 0.403192 0.40319 0.193619 1
891 0.400903 0.400901 0.198197 1
892 0.398598 0.398596 0.202806 1
893 0.396278 0.396276 0.207447 1
894 0.393943 0.393941 0.212117 1
895 0.391594 0.391591 0.216815 1
896 0.389231 0.389228 0.221541 1
897 0.386855 0.386852 0.226293 1
898 0.384466 0.384463 0.231071 1
899 0.382065 0.382063 0.235872 1
900 0.379653 0.379651 0.240696 1
901 0.37723 0.377228 0.245542 1
902 0.374797 0.374794 0.250409 1
903 0.372354 0.372351 0.255295 1
904 0.369902 0.369899 0.2602 1
905 0.367441 0.367438 0.265121 1
906 0.364972 0.364969 0.270059 1
907 0.362496 0.362493 0.275011 1
908 0.360013 0.36001 0.279977 1
909 0.357524 0.357521 0.284955 1
910 0.355029 0.355026 0.289945 1
911 0.352529 0.352526 0.294944 1
912 0.350025 0.350022 0.299953 1
913 0.347517 0.347514 0.304969 1
914 0.345005 0.345003 0.309992 1
915 0.342491 0.342488 0.31502 1
916 0.339975 0.339972 0.320052 1
917 0.337458 0.337455 0.325088 1
918 0.334939 0.334936 0.330125 1
919 0.33242 0.332417 0.335162 1
920 0.329902 0.329899 0.340199 1
921 0.327384 0.327381 0.345234 1
922 0.324868 0.324865 0.350266 1
923 0.322354 0.322351 0.355294 1
924 0.319843 0.31984 0.360317 1
925 0.317335 0.317332 0.365332 1
926 0.314831 0.314828 0.37034 1
927 0.312332 0.312329 0.37534 1
928 0.309837 0.309834 0.380328 1
929 0.307349 0.307345 0.385306 1
930 0.304866 0.304863 0.390271 1
931 0.30239 0.302387 0.395223 1
932 0.299922 0.299919 0.400159 1
933 0.297462 0.297458 0.40508 1
934 0.29501 0.295007 0.409983 1
935 0.292568 0.292564 0.414868 1
936 0.290135 0.290131 0.419734 1
937 0.287712 0.287709 0.424579 1
938 0.285301 0.285298 0.429402 1
939 0.282901 0.282897 0.434202 1
940 0.280513 0.280509 0.438978 1
941 0.278137 0.278134 0.443728 1
942 0.275775 0.275772 0.448453 1
943 0.273427 0.273423 0.45315 1
944 0.271093 0.271089 0.457818 1
945 0.268773 0.26877 0.462457 1
946 0.266469 0.266466 0.467065 1
947 0.264181 0.264178 0.471641 1
948 0.26191 0.261906 0.476185 1
949 0.259655 0.259651 0.480694 1
950 0.257418 0.257414 0.485168 1
951 0.255199 0.255195 0.489606 1
952 0.252999 0.252995 0.494007 1
953 0.250817 0.250814 0.498369 1
954 0.248656 0.248652 0.502692 1
955 0.246514 0.246511 0.506975 1
956 0.244393 0.24439 0.511217 1
957 0.242294 0.24229 0.515416 1
958 0.240216 0.240212 0.519572 1
959 0.23816 0.238156 0.523684 1
960 0.236126 0.236123 0.527751 1
961 0.234116 0.234113 0.531771 1
962 0.23213 0.232126 0.535744 1
963 0.230167 0.230163 0.539669 1
964 0.228229 0.228225 0.543545 1
965 0.226316 0.226312 0.547372 1
966 0.224429 0.224425 0.551147 1
967 0.222567 0.222563 0.55487 1
968 0.220731 0.220727 0.558541 1
969 0.218923 0.218919 0.562159 1
970 0.217141 0.217137 0.565722 1
971 0.215387 0.215383 0.56923 1
972 0.213661 0.213657 0.572681 1
973 0.211964 0.21196 0.576076 1
974 0.210295 0.210291 0.579414 1
975 0.208656 0.208652 0.582693 1
976 0.207046 0.207042 0.585913 1
977 0.205466 0.205462 0.589072 1
978 0.203916 0.203912 0.592171 1
979 0.202397 0.202393 0.595209 1
980 0.20091 0.200906 0.598185 1
981 0.199453 0.199449 0.601097 1
982 0.198029 0.198025 0.603947 1
983 0.196636 0.196632 0.606731 1
984 0.195276 0.195272 0.609452 1
985 0.193949 0.193945 0.612106 1
986 0.192655 0.192651 0.614694 1
987 0.191394 0.19139 0.617216 1
988 0.190167 0.190163 0.61967 1
989 0.188974 0.188969 0.622057 1
990 0.187815 0.187811 0.624375 1
991 0.18669 0.186686 0.626624 1
992 0.185601 0.185596 0.628803 1
993 0.184546 0.184542 0.630912 1
994 0.183527 0.183522 0.632951 1
995 0.182543 0.182539 0.634919 1
996 0.181595 0.181591 0.636815 1
997 0.180683 0.180678 0.638639 1
998 0.179807 0.179803 0.640391 1
999 0.178967 0.178963 0.64207 1
1000 0.178164 0.17816 0.643675 1
1001 0.177398 0.177394 0.645208 1
